Geo Shape;TRIG_COMM;NUM_UNIQUE;HT_AFF;CODE_COULEUR;COULEUR;HAUTEUR_HT;MAIN_TYPE;Paraph01;Paraph02;Paraph03;Paraph04;Paraph05;Paraph06;Paraph07;TEXTE_PLAN;PHOTO;MS;HAUTEUR_ET;TYPE;PAGE;COMMUNE;STL;SURF_M2;geo_point_2d
"{""coordinates"": [[[7.76189176, 48.63848761], [7.76195831, 48.63841581], [7.76202527, 48.63831608], [7.76227242, 48.63792271], [7.76296973, 48.63669094], [7.76301372, 48.63661324], [7.76312322, 48.63663013], [7.76323943, 48.63664798], [7.76415289, 48.63678839], [7.76529522, 48.63696394], [7.76677034, 48.63719064], [7.76705107, 48.63723376], [7.7666821, 48.63794486], [7.76758332, 48.63817543], [7.76775045, 48.63821844], [7.76701847, 48.63960552], [7.76699791, 48.63964449], [7.76694939, 48.63973542], [7.76640976, 48.64074682], [7.7659, 48.64170213], [7.76585476, 48.64178691], [7.76574731, 48.64184429], [7.76560948, 48.64181563], [7.76547681, 48.64178812], [7.76538642, 48.64176937], [7.76529617, 48.6417506], [7.76520592, 48.64173194], [7.76498858, 48.64168683], [7.76487956, 48.64166418], [7.76481365, 48.64165046], [7.76479434, 48.64164648], [7.76480427, 48.64161263], [7.76461192, 48.64156241], [7.76207641, 48.64090021], [7.76189265, 48.64085217], [7.7617294, 48.64080951], [7.76139818, 48.64072293], [7.76138809, 48.64072029], [7.76137647, 48.64071725], [7.7613828, 48.64065813], [7.76140005, 48.64049704], [7.76150435, 48.63977139], [7.76170606, 48.63905091], [7.76180149, 48.63878839], [7.76189176, 48.63848761]]], ""type"": ""Polygon""}";REI;1388;non spécifiée;#00b610;vert_clair;;N;Ce sont des zones à protéger en raison soit de la qualité des sites, des milieux naturels, des paysages et de leur intérêt, soit de l’existence d’une exploitation forestière. Il s’agit de l’ensemble des espaces naturels de l’agglomération.;Elle est de ce fait inconstructible sur une grande partie du territoire, qui correspond au secteur de zone N1.;D’autres secteurs de zones permettent ponctuellement de répondre à certains besoins spécifiques (jardins familiaux, gravières, activités de loisirs, …).;;;;;"N3\n
N3\n";N.JPG;;;N3;179;Reichstett;;183977;48.63917094340261, 7.764444854124184
"{""coordinates"": [[[7.71144748, 48.67247092], [7.71142831, 48.67255084], [7.7114262, 48.67255973], [7.71142227, 48.67257612], [7.7114151, 48.67260605], [7.71140536, 48.67264663], [7.71139564, 48.67268721], [7.71138592, 48.67272779], [7.71137557, 48.67277095], [7.71136691, 48.67280709], [7.71135389, 48.67286155], [7.71134067, 48.67291667], [7.71133021, 48.67296035], [7.71131974, 48.67300403], [7.71130928, 48.67304774], [7.71129484, 48.67310803], [7.71129413, 48.67311072], [7.71128222, 48.67320202], [7.71130368, 48.67323892], [7.71133743, 48.67329684], [7.71137854, 48.6733674], [7.71138823, 48.67339204], [7.71144972, 48.67354778], [7.71147031, 48.67359998], [7.71148899, 48.67364739], [7.7115551, 48.67381487], [7.71156711, 48.6738453], [7.71160372, 48.67393806], [7.71171024, 48.67420813], [7.71171069, 48.6742145], [7.71173285, 48.67454286], [7.71174005, 48.6746492], [7.71176115, 48.67496202], [7.71176463, 48.67501314], [7.71176802, 48.67506343], [7.71177296, 48.67513709], [7.71178585, 48.67532755], [7.71176828, 48.67537296], [7.71174336, 48.67543748], [7.71171806, 48.67550292], [7.71168297, 48.67559372], [7.71162565, 48.67574194], [7.71160087, 48.67580606], [7.71154844, 48.67594174], [7.71152584, 48.67600019], [7.71151123, 48.67609538], [7.71146989, 48.67782671], [7.71147605, 48.67789482], [7.71140896, 48.67789201], [7.71129922, 48.67787526], [7.71102482, 48.67783334], [7.71099904, 48.67782942], [7.71038404, 48.67772821], [7.71002781, 48.67775867], [7.70997761, 48.67775859], [7.70957978, 48.6777579], [7.70954184, 48.6777594], [7.70920644, 48.67777279], [7.70907637, 48.67776827], [7.70866582, 48.67775409], [7.70816396, 48.67778393], [7.70797964, 48.67771613], [7.7079392, 48.67770124], [7.70785774, 48.67764033], [7.70788311, 48.67667059], [7.70788549, 48.67657993], [7.70783611, 48.67661041], [7.70749412, 48.67659358], [7.70737504, 48.67658771], [7.70711792, 48.67657504], [7.70697839, 48.67656818], [7.70627456, 48.67653352], [7.70604441, 48.6765222], [7.70575963, 48.67650819], [7.70564028, 48.67650227], [7.7048709, 48.6764644], [7.70482068, 48.67642982], [7.70476917, 48.67501993], [7.70481868, 48.6749948], [7.70487132, 48.67496901], [7.70505719, 48.67501054], [7.70530885, 48.67506679], [7.70556063, 48.67512309], [7.70581182, 48.67517928], [7.70615923, 48.67525695], [7.70641907, 48.67531353], [7.70669396, 48.67537285], [7.70690676, 48.67541871], [7.70700776, 48.67544047], [7.70728279, 48.67549981], [7.70755773, 48.67555903], [7.70787275, 48.67562688], [7.70793234, 48.67560243], [7.70796928, 48.67543789], [7.70801868, 48.67521823], [7.70806714, 48.675003], [7.70811533, 48.6747887], [7.70815728, 48.6746019], [7.70819928, 48.67441511], [7.70820483, 48.67439073], [7.7082216, 48.67430737], [7.70831686, 48.67431722], [7.70834233, 48.67431984], [7.70842222, 48.67432811], [7.70848966, 48.67433506], [7.70867489, 48.67435421], [7.70868615, 48.67429173], [7.70870348, 48.67419554], [7.70873183, 48.67403821], [7.70876082, 48.67387749], [7.70878976, 48.67371686], [7.70880909, 48.67360961], [7.70884121, 48.67343139], [7.70884164, 48.67342923], [7.70884244, 48.67342478], [7.70888607, 48.67325219], [7.70893036, 48.67307702], [7.70894157, 48.67303269], [7.70904978, 48.67268002], [7.70917096, 48.67228525], [7.70917282, 48.67227919], [7.70918608, 48.67228269], [7.70950832, 48.67235333], [7.7095306, 48.67228952], [7.70955117, 48.67223069], [7.70956335, 48.67219579], [7.70955518, 48.67216567], [7.70987778, 48.67223604], [7.71019151, 48.67229403], [7.71056171, 48.67236246], [7.71076249, 48.67239332], [7.71101698, 48.67243237], [7.71137762, 48.67248778], [7.71144748, 48.67247092]]], ""type"": ""Polygon""}";VEN;900;non spécifiée;#ffdc00;jaune;;A;Les zones A sont des zones à protéger en raison du potentiel agronomique, biologique ou économique des terres agricoles.;Elle est de ce fait inconstructible sur une grande partie du territoire, qui correspond au secteur de zone A1.;D’autres secteurs de zones permettent ponctuellement de répondre aux besoins des activités agricoles, et ne sont constructibles que pour leurs besoins spécifiques.;;;;;"A1\n\n
A1\n\n";A.JPG;;;A1;171;Vendenheim;;176379;48.67538708690695, 7.709238998712002
"{""coordinates"": [[[7.71878205, 48.66082325], [7.7188321, 48.66042733], [7.71917364, 48.66045368], [7.71973444, 48.66048042], [7.71992584, 48.66046869], [7.72069892, 48.66060203], [7.72072526, 48.66060657], [7.72075275, 48.66061131], [7.72080396, 48.66062014], [7.72100937, 48.66065875], [7.72104906, 48.66066731], [7.7209445, 48.66091473], [7.72090505, 48.66100807], [7.72065376, 48.66160271], [7.72033317, 48.66234288], [7.72032326, 48.6623941], [7.7203301, 48.66243394], [7.72033616, 48.66246925], [7.72024021, 48.6624834], [7.7199469, 48.66256253], [7.71990673, 48.66255276], [7.71988431, 48.66261468], [7.71987305, 48.66264469], [7.71984538, 48.6627184], [7.71984074, 48.66273078], [7.71982662, 48.6628655], [7.71982454, 48.6628855], [7.719818, 48.66294784], [7.7198046, 48.66307587], [7.71979776, 48.66314116], [7.71979154, 48.66320057], [7.71978481, 48.66326476], [7.71977122, 48.6633946], [7.71977324, 48.6634157], [7.71977898, 48.66347539], [7.71978417, 48.66352955], [7.71978361, 48.66353508], [7.71977929, 48.66357798], [7.71977548, 48.66361572], [7.71972968, 48.66360445], [7.71970867, 48.66359928], [7.71966479, 48.66358848], [7.71886071, 48.66339056], [7.71881574, 48.66337949], [7.71835082, 48.66326462], [7.71835865, 48.6632115], [7.71837302, 48.66311389], [7.71844026, 48.66268615], [7.71850231, 48.66229744], [7.71850901, 48.66227761], [7.71867709, 48.6613823], [7.71868533, 48.66133845], [7.71878205, 48.66082325]]], ""type"": ""Polygon""}";VEN;803;20mHT;#001b92;bleu_nuit;20;UX;La zone UX englobe plusieurs autres secteurs de zone autorisant chacun certains types d’activités économiques.;Les activités industrielles et artisanales, les activités commerciales, celles de service et de bureaux ou encore les activités ferroviaires, constituent certains des secteurs spécifiques de la zone UX.;Des bâtiments industriels anciens, denses et implantés à l’alignement des voies aux quartiers tertiaires à l’architecture contemporaine ou standardisée : ces secteurs constituent des tissus bâtis très hétérogènes.;Les règles d’urbanisme des secteurs de zone UX, assez souples, ont notamment pour objectif de permettre une évolution du tissu bâti en cohérence avec la vocation particulière de chaque secteur de zone.;;;;UXb4\n20mHT\n;UX.JPG;;;UXb4;110;Vendenheim;;44227;48.66184407463011, 7.719535610842735
"{""coordinates"": [[[7.72343728, 48.64173772], [7.72363084, 48.64181541], [7.7237316, 48.64185586], [7.72395808, 48.64194675], [7.72401364, 48.64197164], [7.72393415, 48.64206542], [7.72378509, 48.64224128], [7.72394404, 48.64230538], [7.72442415, 48.642488], [7.72471726, 48.64263859], [7.72464039, 48.64292821], [7.72456445, 48.64321434], [7.72456084, 48.64322758], [7.72455806, 48.64323826], [7.72445846, 48.64323434], [7.72434535, 48.64322998], [7.72407968, 48.64321115], [7.7240702, 48.64321043], [7.72398891, 48.64320465], [7.72388664, 48.64319743], [7.72379685, 48.64319106], [7.72364636, 48.64317703], [7.72345728, 48.64315942], [7.72340355, 48.6431544], [7.72339803, 48.64315367], [7.72329136, 48.64313972], [7.72319031, 48.64312643], [7.72320657, 48.64306271], [7.72329629, 48.64270858], [7.72319294, 48.642697], [7.72336446, 48.64202358], [7.72343728, 48.64173772]]], ""type"": ""Polygon""}";MUN;1897;non spécifiée;#f3001d;rouge;;UCB;La zone UCB correspond aux secteurs d’immeubles collectifs que l’on retrouve dans la majorité des communes de l’agglomération.;Pour la plupart implantés « en plot », ces immeubles sont en retrait de la voie et des limites séparatives. La forme urbaine ainsi produite structure peu l’espace public et peine à dégager une véritable identité urbaine.;La hauteur des immeubles est variable.;Les règles d’urbanisme de la zone UCB ont pour objectif de permettre des évolutions modérées du tissu bâti.;;;;UCB2\nSMS3;UCB.JPG;SMS3;;UCB2;88;Mundolsheim;;11573;48.64264704703772, 7.7238618723203025
"{""coordinates"": [[[7.7251882, 48.67454623], [7.72527089, 48.67499741], [7.72533297, 48.67531972], [7.72539416, 48.67593211], [7.72545584, 48.67629854], [7.72439313, 48.67645595], [7.72415106, 48.67633531], [7.7235457, 48.67642399], [7.72330808, 48.67562169], [7.72319336, 48.67528892], [7.72331216, 48.67527113], [7.72322021, 48.67500058], [7.72315925, 48.67482118], [7.72344221, 48.67477287], [7.72358027, 48.67474929], [7.723667, 48.67473835], [7.7241797, 48.6746736], [7.72436889, 48.67464971], [7.7251882, 48.67454623]]], ""type"": ""Polygon""}";VEN;1902;non spécifiée;#98104e;pourpre;;UE;La zone UE est dédiée aux équipements publics ou d’intérêt collectifs, aux vocations très diverses : culturelles, scolaires, sportives, loisirs, administratives, cultuelles, etc.;Les autres fonctions (habitat, activités économiques) n’y sont pas autorisées.;Les règles d’urbanisme de la zone UE sont relativement ouvertes, permettant une certaine liberté architecturale et urbaine en cohérence avec la vocation de ces secteurs.;Divisée en deux secteurs de zone, la zone UE comprend un secteur UE2 qui a vocation à contribuer à la continuité de la trame verte et bleue de l’agglomération. L’emprise au sol des constructions dans ce secteur de zone est donc limitée et le verdissement encouragé.;;;;UE3\n\n;IAUE.JPG;;;UE3;99;Vendenheim;;28372;48.67551761090611, 7.724349964475712
"{""coordinates"": [[[7.76060441, 48.6645237], [7.76066178, 48.66451439], [7.7609595, 48.66446598], [7.76177871, 48.6641985], [7.76200456, 48.66405238], [7.76285271, 48.66378264], [7.76310722, 48.66412465], [7.76224383, 48.66440657], [7.76209114, 48.66445576], [7.76214557, 48.66452879], [7.76245541, 48.66494512], [7.76253047, 48.66504601], [7.76248188, 48.66506731], [7.76272512, 48.66541215], [7.761936, 48.66566977], [7.76181018, 48.66559244], [7.76155796, 48.66542388], [7.76153606, 48.66540901], [7.76115443, 48.66510625], [7.76079218, 48.66474387], [7.76060441, 48.6645237]]], ""type"": ""Polygon""}";REI;106233;non spécifiée;#001b92;bleu_nuit;;UX;La zone UX englobe plusieurs autres secteurs de zone autorisant chacun certains types d’activités économiques.;Les activités industrielles et artisanales, les activités commerciales, celles de service et de bureaux ou encore les activités ferroviaires, constituent certains des secteurs spécifiques de la zone UX.;Des bâtiments industriels anciens, denses et implantés à l’alignement des voies aux quartiers tertiaires à l’architecture contemporaine ou standardisée : ces secteurs constituent des tissus bâtis très hétérogènes.;Les règles d’urbanisme des secteurs de zone UX, assez souples, ont notamment pour objectif de permettre une évolution du tissu bâti en cohérence avec la vocation particulière de chaque secteur de zone.;;;;UXb4\n\n;UX.JPG;;;UXb4;110;Reichstett;;17097;48.66475221054172, 7.761886879031597
